Qwen/Qwen3-32B	Qwen3-32B	H100_SXM	7.0	200	3	4
Qwen/Qwen3-0.6B	Qwen3-0.6B	RTX_4090	1.2	60	0	6
Qwen/Qwen3-0.6B	Qwen3-0.6B	RTX_4090	1.2	60	5	6
Qwen/Qwen3-32B	Qwen3-32B	H100_SXM	7.0	200	0	4
Qwen/Qwen3-0.6B	Qwen3-0.6B	RTX_4090	1.2	60	4	6
